Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1612,37353515625;376,646884304285;9;339,0334;False;1612,374;41,09187;513,9426;49,12146;157118,1
2;1779,33935546875;526,396407276392;9;357,3439;False;1779,339;48,38119;569,3534;-23,29739;31660,43
